season,game_id,game_date,game_date_display,matchup,team,opponent,team_score,opponent_score,result,player_number,player_name,starter,role_group,minutes,pts,reb,oreb,dreb,ast,tov,stl,blk,fouls,fgm,fga,fg2m,fg2a,fg3m,fg3a,ftm,fta,fg_pct,fg2_pct,fg3_pct,ft_pct,efg_pct,ts_pct,usage_pct,ft_rate,three_pt_rate,two_pt_rate,ast_tov_ratio,ppsa,pts_per36,reb_per36,ast_per36,stl_per36,blk_per36,tov_per36,fouls_per36,impact_score_base,efficiency_bonus,impact_score
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Alameda Wolves,Oakland Swish,68,65,W,0,Aaniya Webb,True,Starter,28.65,4,3,1,2,1,2,2,1,3,0,8,0,2,0,6,4,6,0.0,0.0,0.0,0.6666666666666666,0.0,0.18796992481203006,0.187,0.75,0.75,0.25,0.5,0.5,5.026178010471204,3.769633507853403,1.256544502617801,2.513089005235602,1.256544502617801,2.513089005235602,3.769633507853403,15.100000000000001,-2.4045749454280863,12.695425054571915
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Alameda Wolves,Oakland Swish,68,65,W,2,Jasmyne Huggins,False,Bench,24.45,2,10,5,5,1,0,1,2,2,0,6,0,6,0,0,2,2,0.0,0.0,,1.0,0.0,0.14534883720930233,0.1192,0.3333333333333333,0.0,1.0,,0.3333333333333333,2.94478527607362,14.723926380368098,1.47239263803681,1.47239263803681,2.94478527607362,0.0,2.94478527607362,24.5,-2.830785821455364,21.669214178544635
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Alameda Wolves,Oakland Swish,68,65,W,3,Micah Gray,True,Starter,32.733,13,6,2,4,1,5,0,0,0,4,20,1,11,3,9,2,2,0.2,0.09090909090909091,0.3333333333333333,1.0,0.275,0.3113026819923372,0.335,0.1,0.45,0.55,0.2,0.65,14.297497937860875,6.598845202089635,1.0998075336816058,0.0,0.0,5.499037668408029,0.0,14.2,-1.171247373625015,13.028752626374985
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Alameda Wolves,Oakland Swish,68,65,W,5,Leilani Gonzales,False,Bench,15.183,2,2,1,1,0,0,1,0,0,1,2,1,2,0,0,0,0,0.5,0.5,,,0.5,0.5,0.0558,0.0,0.0,1.0,,1.0,4.742145820983995,4.742145820983995,0.0,2.3710729104919976,0.0,0.0,0.0,7.4,0.7157258064516131,8.115725806451614
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Alameda Wolves,Oakland Swish,68,65,W,7,Bianca McGee,True,Starter,34.517,7,8,2,6,6,4,3,0,1,2,8,1,3,1,5,2,2,0.25,0.3333333333333333,0.2,1.0,0.3125,0.3941441441441441,0.1581,0.25,0.625,0.375,1.5,0.875,7.300750354897586,8.343714691311527,6.257786018483645,3.1288930092418226,0.0,4.171857345655764,1.042964336413941,28.6,-0.34283275210694575,28.257167247893054
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Alameda Wolves,Oakland Swish,68,65,W,12,Star-Fitz Gerald,False,Bench,15.267,7,4,0,4,0,0,0,0,1,2,3,1,1,1,2,2,2,0.6666666666666666,1.0,0.5,1.0,0.8333333333333334,0.9020618556701031,0.1077,0.6666666666666666,0.6666666666666666,0.3333333333333333,,2.3333333333333335,16.506189821182943,9.432108469247396,0.0,0.0,0.0,0.0,2.358027117311849,11.8,4.736344363152644,16.536344363152644
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Alameda Wolves,Oakland Swish,68,65,W,24,Nevaeh Asiasi,True,Starter,33.6,22,6,0,6,3,1,0,0,3,8,11,6,9,2,2,4,5,0.7272727272727273,0.6666666666666666,1.0,0.8,0.8181818181818182,0.8333333333333334,0.1791,0.45454545454545453,0.18181818181818182,0.8181818181818182,3.0,2.0,23.571428571428573,6.428571428571429,3.2142857142857144,0.0,0.0,1.0714285714285714,3.2142857142857144,32.2,4.049059139784947,36.24905913978495
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Alameda Wolves,Oakland Swish,68,65,W,32,Amber Harris,True,Starter,15.533,11,7,1,6,1,0,0,2,0,5,13,4,7,1,6,0,0,0.38461538461538464,0.5714285714285714,0.16666666666666666,,0.4230769230769231,0.4230769230769231,0.3547,0.0,0.46153846153846156,0.5384615384615384,,0.8461538461538461,25.49410931565055,16.223524109959442,2.3176463014227777,0.0,4.635292602845555,0.0,0.0,26.9,-0.05350496277915617,26.84649503722084
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Oakland Swish,Alameda Wolves,65,68,L,1,Cordasia Harris,False,Bench,20.667,9,8,4,4,0,0,0,2,2,4,6,4,6,0,0,1,2,0.6666666666666666,0.6666666666666666,,0.5,0.6666666666666666,0.6540697674418605,0.1386,0.3333333333333333,0.0,1.0,,1.5,15.677166497314559,13.935259108724052,0.0,0.0,3.483814777181013,0.0,3.483814777181013,24.6,2.5792154706155825,27.179215470615585
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Oakland Swish,Alameda Wolves,65,68,L,2,Andriana Avent,False,Bench,17.85,6,4,0,4,0,0,2,1,1,1,10,0,1,1,9,3,5,0.1,0.0,0.1111111111111111,0.6,0.15,0.24590163934426232,0.2846,0.5,0.9,0.1,,0.6,12.100840336134453,8.067226890756302,0.0,4.033613445378151,2.0168067226890756,0.0,2.0168067226890756,19.8,-1.5024658103603996,18.297534189639602
