season,team,player_name,player_number,games_played,starts,bench_games,total_minutes,mpg,ppg,rpg,oreb_pg,dreb_pg,apg,spg,bpg,tov_pg,fouls_pg,fgm,fga,fg2m,fg2a,fg3m,fg3a,ftm,fta,fg_pct,fg2_pct,fg3_pct,ft_pct,efg_pct,ts_pct,usage_pct,ft_rate,three_pt_rate,two_pt_rate,ast_tov_ratio,ppsa,pts_per36,reb_per36,ast_per36,stl_per36,blk_per36,tov_per36,fouls_per36,avg_impact_score,percentile_scoring,percentile_efficiency,percentile_playmaking,percentile_rebounding,percentile_defense,percentile_rim_pressure,percentile_spacing,player_role_label,watchability_score
2026,Bay Area Phoenix,Jess Wilson,5,2,1,1,35.667,17.8335,3.0,3.0,1.5,1.5,0.5,0.0,0.0,1.5,0.0,3,6,3,4,0,2,0,0,0.5,0.75,0.0,,0.5,0.5,0.08696984046878067,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,6.0560181680545035,6.0560181680545035,1.0093363613424173,0.0,0.0,3.0280090840272518,0.0,8.00143276476044,19.7,64.8,22.5,38.0,5.6,35.25,26.549999999999997,Small Sample Contributor,32.5
2026,Bay Area Phoenix,Jessenia Lawson,0,2,2,0,72.483,36.2415,26.0,6.5,2.0,4.5,2.5,4.5,0.0,4.0,3.0,20,51,19,40,1,11,11,13,0.39215686274509803,0.475,0.09090909090909091,0.8461538461538461,0.4019607843137255,0.45839210155148097,0.30467071865126993,0.2549019607843137,0.21568627450980393,0.7843137254901961,0.625,1.0196078431372548,25.82674558172261,6.456686395430652,2.4833409213194817,4.470013658375067,0.0,3.973345474111171,2.980009105583378,45.54859343027323,97.2,54.9,56.3,40.8,91.5,64.80000000000001,27.8,Volume Scorer,81.3
2026,Bay Area Phoenix,Khalis Cain,23,2,2,0,66.717,33.3585,13.5,13.5,10.5,3.0,2.0,1.5,0.5,3.0,1.5,10,28,9,26,1,2,6,10,0.35714285714285715,0.34615384615384615,0.5,0.6,0.375,0.4166666666666667,0.19747137011556273,0.35714285714285715,0.07142857142857142,0.9285714285714286,0.6666666666666666,0.9642857142857143,14.569000404694457,14.569000404694457,2.1583704303251046,1.6187778227438283,0.5395926075812761,3.2375556454876566,1.6187778227438283,34.090347236742645,62.0,43.7,53.5,95.8,47.9,78.85,52.3,Glass Cleaner,67.6
2026,Bay Area Phoenix,Madison Michelis,13,2,1,1,50.1,25.05,8.0,9.5,4.5,5.0,2.0,1.5,0.0,6.0,3.0,7,21,5,11,2,10,0,0,0.3333333333333333,0.45454545454545453,0.2,,0.38095238095238093,0.38095238095238093,0.22479576447105787,0.0,0.47619047619047616,0.5238095238095238,0.3333333333333333,0.7619047619047619,11.497005988023952,13.652694610778441,2.874251497005988,2.155688622754491,0.0,8.622754491017965,4.311377245508982,17.687796401124075,47.9,36.6,59.2,93.0,45.1,24.65,51.5,Glass Cleaner,56.3
2026,Bay Area Phoenix,Mina Tameilau,12,1,0,1,21.717,21.717,6.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,5.0,3,9,3,9,0,0,0,0,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.1598,0.0,0.0,1.0,1.0,0.6666666666666666,9.946125155408206,4.973062577704103,1.6576875259013675,1.6576875259013675,0.0,1.6576875259013675,8.28843762950684,11.370514997170345,38.0,21.1,49.3,29.6,32.4,51.800000000000004,3.85,Small Sample Contributor,37.3
2026,Bay Area Phoenix,Zhane Duckett,1,1,1,0,32.217,32.217,15.0,3.0,1.0,2.0,1.0,4.0,0.0,2.0,5.0,3,11,2,7,1,4,8,10,0.2727272727272727,0.2857142857142857,0.25,0.8,0.3181818181818182,0.487012987012987,0.1817,0.9090909090909091,0.36363636363636365,0.6363636363636364,0.5,1.3636363636363635,16.76133718223298,3.3522674364465965,1.1174224788155322,4.469689915262129,0.0,2.2348449576310645,5.587112394077661,30.335813735813737,73.2,57.7,28.2,18.3,90.1,73.6,53.8,Small Sample Contributor,75.5
2026,Bay City Blaze,Ameela Li,1,2,2,0,50.766999999999996,25.383499999999998,9.0,2.0,0.0,2.0,3.5,3.0,0.0,3.5,1.5,7,15,6,12,1,3,3,4,0.4666666666666667,0.5,0.3333333333333333,0.75,0.5,0.5369928400954653,0.1777812693285008,0.26666666666666666,0.2,0.8,1.0,1.2,12.764197214726103,2.836488269939134,4.963854472393485,4.254732404908701,0.0,4.963854472393485,2.1273662024543505,19.8133064662781,54.9,71.8,84.5,14.1,85.9,66.55,49.7,Efficiency Finisher,66.4
2026,Bay City Blaze,Antoinette Howard,23,2,0,2,46.4,23.2,8.0,5.0,2.0,3.0,2.5,2.0,0.5,2.0,1.5,6,19,5,11,1,8,3,4,0.3157894736842105,0.45454545454545453,0.125,0.75,0.34210526315789475,0.3853564547206165,0.20358618534482759,0.21052631578947367,0.42105263157894735,0.5789473684210527,1.25,0.8421052631578947,12.413793103448278,7.758620689655173,3.8793103448275863,3.1034482758620694,0.7758620689655173,3.1034482758620694,2.327586206896552,20.203357187257033,53.5,38.0,81.7,64.8,80.3,46.15,42.85,Connector,58.3
2026,Bay City Blaze,Chandler Prater,5,2,2,0,58.166,29.083,17.0,8.0,4.5,3.5,2.5,0.5,0.5,3.0,2.0,10,22,6,12,4,10,10,10,0.45454545454545453,0.5,0.4,1.0,0.5454545454545454,0.6439393939393939,0.21109169274146408,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.8333333333333334,1.5454545454545454,21.043221125743564,9.902692294467558,3.094591342021112,0.6189182684042224,0.6189182684042224,3.7135096104253345,2.4756730736168895,29.399348844519984,88.7,87.3,69.0,77.5,21.1,58.449999999999996,70.45,Volume Scorer,81.6
2026,Bay City Blaze,Courtney Range,12,2,1,1,52.4,26.2,14.5,10.5,2.0,8.5,2.0,3.0,0.5,1.5,1.5,10,21,6,9,4,12,5,5,0.47619047619047616,0.6666666666666666,0.3333333333333333,1.0,0.5714285714285714,0.625,0.18986259541984735,0.23809523809523808,0.5714285714285714,0.42857142857142855,1.3333333333333333,1.380952380952381,19.923664122137403,14.427480916030534,2.7480916030534353,4.122137404580153,0.6870229007633588,2.0610687022900764,2.0610687022900764,38.9341703725815,83.1,84.5,73.2,94.4,95.8,40.85,71.15,Efficiency Finisher,90.3
2026,Bay City Blaze,Eboni Walker,24,2,1,1,48.416,24.208,14.0,5.0,2.5,2.5,0.5,2.0,1.0,2.0,1.0,12,23,11,20,1,3,3,3,0.5217391304347826,0.55,0.3333333333333333,1.0,0.5434782608695652,0.5756578947368421,0.22226885533707869,0.13043478260869565,0.13043478260869565,0.8695652173913043,0.25,1.2173913043478262,20.81956378056841,7.435558493060146,0.7435558493060146,2.9742233972240584,1.4871116986120292,2.9742233972240584,1.4871116986120292,26.37799796904067,85.9,78.9,15.5,59.2,88.7,52.15,47.2,Volume Scorer,78.2
2026,Bay City Blaze,Isabella Mauricio,3,2,2,0,54.599999999999994,27.299999999999997,12.5,2.5,0.5,2.0,3.0,0.5,0.0,2.5,3.0,9,17,4,4,5,13,2,2,0.5294117647058824,1.0,0.38461538461538464,1.0,0.6764705882352942,0.6991051454138703,0.15996625274725274,0.11764705882352941,0.7647058823529411,0.23529411764705882,1.2,1.4705882352941178,16.483516483516485,3.296703296703297,3.9560439560439566,0.6593406593406593,0.0,3.296703296703297,3.9560439560439566,18.766193995394595,71.8,90.1,83.1,16.9,11.3,16.2,85.7,Efficiency Finisher,76.7
2026,Bay City Blaze,Jasia Gamble,7,2,0,2,34.167,17.0835,3.0,4.5,0.5,4.0,1.0,0.5,0.5,1.5,0.0,3,6,3,4,0,2,0,0,0.5,0.75,0.0,,0.5,0.5,0.10028028799719027,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,6.321889542541048,9.482834313811571,2.1072965141803497,1.0536482570901748,1.0536482570901748,3.160944771270524,0.0,9.74564743669014,21.1,64.8,50.7,74.6,40.8,35.25,26.549999999999997,Small Sample Contributor,46.0
2026,Bay City Blaze,Koi Love,8,2,2,0,56.7,28.35,22.0,7.5,2.5,5.0,6.0,2.5,2.0,5.0,3.0,19,32,15,22,4,10,2,5,0.59375,0.6818181818181818,0.4,0.4,0.65625,0.6432748538011696,0.2946258095238095,0.15625,0.3125,0.6875,1.2,1.375,27.936507936507937,9.523809523809524,7.619047619047619,3.1746031746031744,2.5396825396825395,6.349206349206349,3.8095238095238093,46.47945748456961,98.6,85.9,97.2,76.1,98.6,47.9,58.45,Volume Scorer,91.8
2026,Hayward Reign,Alaiyah San Juan,1,2,1,1,58.099999999999994,29.049999999999997,12.5,3.0,0.5,2.5,2.5,1.0,0.0,2.0,4.0,9,20,5,10,4,10,3,4,0.45,0.5,0.4,0.75,0.55,0.5744485294117647,0.20884462822719452,0.2,0.5,0.5,1.25,1.25,15.490533562822721,3.717728055077453,3.0981067125645443,1.2392426850258178,0.0,2.4784853700516356,4.956970740103271,20.92525863479984,66.2,77.5,78.9,21.1,22.5,37.65,73.94999999999999,Efficiency Finisher,71.1
2026,Hayward Reign,Alexsandra Alvarado,7,2,1,1,50.166,25.083,6.5,4.5,0.0,4.5,2.5,1.0,0.5,4.5,2.5,4,19,2,4,2,15,3,4,0.21052631578947367,0.5,0.13333333333333333,0.75,0.2631578947368421,0.3131021194605009,0.2761123031535303,0.21052631578947367,0.7894736842105263,0.21052631578947367,0.5555555555555556,0.6842105263157895,9.32902762827413,6.458557588805167,3.5880875493362043,1.4352350197344816,0.7176175098672408,6.458557588805167,3.5880875493362043,12.118779204197383,33.8,15.5,76.1,42.3,43.7,26.75,63.9,Connector,43.4
2026,Hayward Reign,Brandi Williams,2,2,1,1,44.132999999999996,22.066499999999998,13.5,4.0,1.0,3.0,1.0,1.0,0.0,0.5,1.5,8,14,3,5,5,9,6,9,0.5714285714285714,0.6,0.5555555555555556,0.6666666666666666,0.75,0.7516703786191536,0.20564671107787824,0.6428571428571429,0.6428571428571429,0.35714285714285715,2.0,1.9285714285714286,22.02433553123513,6.525729046291891,1.6314322615729728,1.6314322615729728,0.0,0.8157161307864864,2.447148392359459,25.96193574422934,93.0,94.4,64.8,43.7,29.6,55.25,87.1,Volume Scorer,83.5
2026,Hayward Reign,Deja Jackson,3,2,1,1,39.55,19.775,2.5,1.0,0.0,1.0,0.0,0.0,0.0,1.5,1.5,2,8,1,2,1,6,0,0,0.25,0.5,0.16666666666666666,,0.3125,0.3125,0.12302410113780028,0.0,0.75,0.25,0.0,0.625,4.551201011378003,1.820480404551201,0.0,0.0,0.0,2.7307206068268015,2.7307206068268015,3.268847672880402,11.3,14.1,6.3,5.6,5.6,10.25,62.599999999999994,Small Sample Contributor,20.3
2026,Hayward Reign,Diamond Richardson,5,2,1,1,38.816,19.408,3.0,6.0,2.5,3.5,2.5,1.5,0.0,1.5,2.5,2,9,1,6,1,3,1,2,0.2222222222222222,0.16666666666666666,0.3333333333333333,0.5,0.2777777777777778,0.30364372469635625,0.1503299335325639,0.2222222222222222,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,5.564715581203627,11.129431162407254,4.637262984336356,2.7823577906018135,0.0,2.7823577906018135,4.637262984336356,14.951837363602051,15.5,12.7,85.9,87.3,59.2,55.650000000000006,55.65,Small Sample Contributor,46.1
2026,Hayward Reign,Janessa Yniguez,0,2,1,1,34.183,17.0915,5.5,1.5,0.5,1.0,0.0,0.0,0.0,3.5,2.0,4,12,2,3,2,9,1,3,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.4166666666666667,0.4129129129129129,0.27119435099318373,0.25,0.75,0.25,0.0,0.9166666666666666,11.584705847936108,3.1594652312553024,0.0,0.0,0.0,7.372085539595706,4.212620308340403,0.975329154361884,49.3,42.3,6.3,15.5,5.6,33.449999999999996,70.4,Small Sample Contributor,36.5
2026,Hayward Reign,Kayla Thomas,23,2,0,2,51.616,25.808,7.5,6.0,2.0,4.0,0.5,1.0,0.0,1.0,1.0,6,12,6,10,0,2,3,4,0.5,0.6,0.0,0.75,0.5,0.5450581395348837,0.1400874864383137,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.5,1.25,10.46187228766274,8.369497830130193,0.6974581525108493,1.3949163050216986,0.0,1.3949163050216986,1.3949163050216986,18.587929049338825,39.4,73.2,16.9,69.0,26.8,71.8,19.55,Efficiency Finisher,51.0
2026,Hayward Reign,Melesungu Afeaki,24,2,2,0,50.05,25.025,4.0,3.0,1.0,2.0,2.5,1.0,0.5,0.0,1.5,4,16,4,15,0,1,0,1,0.25,0.26666666666666666,0.0,0.0,0.25,0.24330900243309,0.1503710849150849,0.0625,0.0625,0.9375,,0.5,5.754245754245754,4.315684315684316,3.5964035964035963,1.4385614385614385,0.7192807192807192,0.0,2.157842157842158,13.722116438013575,16.9,8.5,62.0,25.4,46.5,54.2,13.9,Connector,33.4
2026,Hayward Reign,Paloma Ramirez,11,2,1,1,27.3,13.65,1.5,2.5,1.5,1.0,0.5,0.0,0.0,1.0,1.0,1,8,0,5,1,3,0,0,0.125,0.0,0.3333333333333333,,0.1875,0.1875,0.17419785347985348,0.0,0.375,0.625,0.5,0.375,3.956043956043956,6.593406593406593,1.3186813186813187,0.0,0.0,2.6373626373626373,2.6373626373626373,0.5688476728804024,7.0,4.9,31.0,47.9,5.6,29.95,60.95,Small Sample Contributor,21.3
2026,Hayward Reign,Rosemarie Julien,10,2,1,1,55.933,27.9665,11.5,3.0,1.0,2.0,1.0,1.5,0.5,3.0,1.5,7,19,4,7,3,12,6,10,0.3684210526315789,0.5714285714285714,0.25,0.6,0.4473684210526316,0.4914529914529915,0.24995967854397225,0.5263157894736842,0.631578947368421,0.3684210526315789,0.3333333333333333,1.2105263157894737,14.803425526969768,3.861763180948635,1.2872543936495449,1.9308815904743175,0.6436271968247724,3.861763180948635,1.9308815904743175,18.968502272506,64.8,60.6,29.6,22.5,54.9,53.85,68.6,Floor Spacer,60.4
2026,Oakland Swish,Andriana Avent,2,2,0,2,41.900000000000006,20.950000000000003,13.0,4.5,1.0,3.5,0.0,2.5,1.0,0.5,2.0,6,23,2,4,4,19,10,14,0.2608695652173913,0.5,0.21052631578947367,0.7142857142857143,0.34782608695652173,0.4458161865569273,0.2713409307875895,0.6086956521739131,0.8260869565217391,0.17391304347826086,0.0,1.1304347826086956,22.338902147971357,7.732696897374701,0.0,4.295942720763723,1.718377088305489,0.8591885441527445,3.436754176610978,27.797538197103812,94.4,53.5,6.3,62.0,100.0,47.15,71.15,Volume Scorer,80.4
2026,Oakland Swish,Angel Jackson,24,2,2,0,51.0,25.5,11.5,7.5,2.0,5.5,1.5,1.0,1.5,3.5,3.5,10,25,9,23,1,2,2,4,0.4,0.391304347826087,0.5,0.5,0.42,0.429745889387145,0.24995333333333336,0.16,0.08,0.92,0.42857142857142855,0.92,16.235294117647058,10.588235294117647,2.1176470588235294,1.4117647058823528,2.1176470588235294,4.9411764705882355,4.9411764705882355,24.598896949734268,70.4,49.3,46.5,81.7,76.1,58.449999999999996,53.0,Volume Scorer,69.2
2026,Oakland Swish,Cordasia Harris,1,2,0,2,38.884,19.442,7.5,9.0,5.0,4.0,0.5,0.5,2.0,1.5,2.0,6,13,6,13,0,0,3,4,0.46153846153846156,0.46153846153846156,,0.75,0.46153846153846156,0.508130081300813,0.17162897078489867,0.3076923076923077,0.0,1.0,0.3333333333333333,1.1538461538461537,13.8874601378459,16.66495216541508,0.9258306758563933,0.9258306758563933,3.7033227034255733,2.77749202756918,3.7033227034255733,24.94381892953702,57.7,69.0,18.3,100.0,93.0,79.95,3.85,Small Sample Contributor,77.2
2026,Oakland Swish,Destiney McPhaul,5,2,0,2,32.15,16.075,2.0,3.0,0.0,3.0,3.5,1.5,0.0,2.0,1.5,0,4,0,1,0,3,4,4,0.0,0.0,0.0,1.0,0.0,0.3472222222222222,0.11453652255054433,1.0,0.75,0.25,1.75,1.0,4.47900466562986,6.7185069984447905,7.838258164852255,3.3592534992223952,0.0,4.47900466562986,3.3592534992223952,10.479491260920437,9.9,25.4,98.6,50.7,71.8,53.9,51.55,Small Sample Contributor,41.0
2026,Oakland Swish,Jada Holland,8,2,2,0,53.333,26.6665,8.0,4.5,0.5,4.0,4.5,1.5,0.0,3.0,1.5,7,15,7,11,0,4,2,3,0.4666666666666667,0.6363636363636364,0.0,0.6666666666666666,0.4666666666666667,0.49019607843137253,0.16195764161026008,0.2,0.26666666666666666,0.7333333333333333,1.5,1.0666666666666667,10.800067500421878,6.075037968987306,6.075037968987306,2.025012656329102,0.0,4.050025312658204,2.025012656329102,20.936986149313555,42.3,59.2,94.4,39.4,39.4,53.85,23.75,Connector,60.7
2026,Oakland Swish,Jada Lewis,10,2,2,0,71.867,35.9335,12.0,4.0,1.0,3.0,4.5,2.0,1.0,2.5,1.5,8,26,4,7,4,19,4,5,0.3076923076923077,0.5714285714285714,0.21052631578947367,0.8,0.38461538461538464,0.425531914893617,0.17824002532455788,0.19230769230769232,0.7307692307692307,0.2692307692307692,1.8,0.9230769230769231,12.022207689203666,4.007402563067889,4.508327883451376,2.0037012815339446,1.0018506407669723,2.5046266019174306,1.5027759611504583,28.57765194734468,52.1,46.5,87.3,23.9,63.4,26.05,66.2,Connector,65.5
2026,Oakland Swish,Rhema Ogele,23,2,2,0,55.75,27.875,13.0,6.0,2.0,4.0,1.5,2.0,0.5,3.0,1.5,12,22,12,20,0,2,2,6,0.5454545454545454,0.6,0.0,0.3333333333333333,0.5454545454545454,0.5275974025974026,0.20998070134529148,0.2727272727272727,0.09090909090909091,0.9090909090909091,0.5,1.1818181818181819,16.789237668161434,7.748878923766816,1.937219730941704,2.5829596412556053,0.6457399103139013,3.874439461883408,1.937219730941704,26.130064244362092,74.6,70.4,43.7,63.4,69.0,71.85,16.0,Volume Scorer,72.1
2026,Oakland Swish,alayna Contreras,3,2,2,0,55.0,27.5,12.0,5.5,2.0,3.5,2.0,1.0,0.0,2.0,0.0,8,25,5,13,3,12,5,6,0.32,0.38461538461538464,0.25,0.8333333333333334,0.38,0.4341534008683068,0.21814745636363636,0.24,0.48,0.52,1.0,0.96,15.709090909090909,7.2,2.618181818181818,1.309090909090909,0.0,2.618181818181818,0.0,21.23968127351352,69.0,50.7,63.4,57.7,23.9,45.75,61.2,Volume Scorer,61.2
2026,Royals,Ashiala Jackson,13,2,2,0,66.63300000000001,33.316500000000005,18.0,11.5,2.0,9.5,1.5,2.0,0.0,3.0,4.0,14,28,14,25,0,3,8,11,0.5,0.56,0.0,0.7272727272727273,0.5,0.5481120584652862,0.21977019494844896,0.39285714285714285,0.10714285714285714,0.8928571428571429,0.5,1.2857142857142858,19.44982216019089,12.426275269010848,1.620818513349241,2.1610913511323218,0.0,3.241637026698482,4.3221827022646435,36.090863102744194,80.3,74.6,38.0,90.1,49.3,77.44999999999999,16.700000000000003,Volume Scorer,77.2
2026,Royals,Ashley Hart,3,2,2,0,64.783,32.3915,7.0,5.0,0.5,4.5,4.5,1.5,1.5,2.5,2.0,6,14,4,5,2,9,0,0,0.42857142857142855,0.8,0.2222222222222222,,0.5,0.5,0.11169537687356251,0.0,0.6428571428571429,0.35714285714285715,1.8,1.0,7.779818779618109,5.5570134140129355,5.0013120726116425,1.6671040242038806,1.6671040242038806,2.7785067070064677,2.2228053656051743,25.30478496762656,26.8,64.8,91.5,35.2,70.4,14.45,66.2,Connector,62.0
2026,Royals,Ayanna Mazyck,23,2,1,1,57.266999999999996,28.633499999999998,16.5,9.0,1.0,8.0,2.5,3.0,0.0,3.5,3.5,13,45,7,23,6,22,1,2,0.28888888888888886,0.30434782608695654,0.2727272727272727,0.5,0.35555555555555557,0.3596338273757628,0.35155782911624495,0.044444444444444446,0.4888888888888889,0.5111111111111111,0.7142857142857143,0.7333333333333333,20.74493163602075,11.315417256011317,3.1431714600031433,3.7718057520037718,0.0,4.400440044004401,4.400440044004401,33.512257938541744,84.5,29.6,67.6,88.7,78.9,28.15,65.19999999999999,Volume Scorer,73.9
2026,Royals,Jhaina Stephens,2,2,2,0,64.767,32.3835,17.0,8.0,3.5,4.5,1.0,3.5,0.0,2.0,3.5,13,29,13,29,0,0,8,15,0.4482758620689655,0.4482758620689655,,0.5333333333333333,0.4482758620689655,0.47752808988764045,0.2335388515756481,0.5172413793103449,0.0,1.0,0.5,1.1724137931034482,18.898513131687437,8.893417944323499,1.1116772430404374,3.8908703506415305,0.0,2.2233544860808747,3.8908703506415305,35.477334165509134,78.9,56.3,25.4,70.4,83.1,88.4,3.85,Volume Scorer,79.2
2026,Royals,Miyu Mizukawa,1,2,2,0,76.88300000000001,38.441500000000005,12.5,2.0,1.0,1.0,6.5,2.0,0.0,2.5,4.5,9,19,4,11,5,8,2,4,0.47368421052631576,0.36363636363636365,0.625,0.5,0.6052631578947368,0.6021194605009633,0.12666690035508502,0.21052631578947367,0.42105263157894735,0.5789473684210527,2.6,1.3157894736842106,11.706098877515183,1.8729758204024296,6.087171416307895,1.8729758204024296,0.0,2.3412197755030366,4.214195595905466,28.04327825968022,50.7,80.3,95.8,7.0,36.6,46.15,76.05,Efficiency Finisher,75.2
2026,Royals,Tamiah Robinson,5,1,1,0,20.983,20.983,3.0,6.0,0.0,6.0,6.0,1.0,1.0,1.0,2.0,1,8,0,3,1,5,0,0,0.125,0.0,0.2,,0.1875,0.1875,0.1761,0.0,0.625,0.375,6.0,0.375,5.147023781156174,10.294047562312349,10.294047562312349,1.7156745937187245,1.7156745937187245,1.7156745937187245,3.431349187437449,20.71674668495656,12.7,4.9,100.0,80.3,74.6,17.65,58.55,Small Sample Contributor,48.4
